doc_id,phrase_original_in_doc,phrase_norm,concept_id,concept_label
201,단섬유,단섬유,C0100,단섬유
202,레이저,레이저,C0024,레이저
203,유전자,유전자,C0030,유전자
204,라이트,라이트,C0079,라이트
204,가이드,가이드,C0022,가이드
204,이미지,이미지,C0005,이미지
205,가이드,가이드,C0022,가이드
205,케이블,케이블,C0069,케이블
207,텍스트,텍스트,C0040,텍스트
207,가전제품,가전제품,C0101,가전제품
209,콘텐츠,콘텐츠,C0019,콘텐츠
210,에너지,에너지,C0011,에너지
211,아크릴,아크릴,C0047,아크릴
211,베이스,베이스,C0018,베이스
211,방향족,방향족,C0072,방향족
211,레이트,레이트,C0055,레이트
211,조성물,조성물,C0001,조성물
212,조성물,조성물,C0001,조성물
213,구조물,구조물,C0009,구조물
214,구조물,구조물,C0009,구조물
215,와이어,와이어,C0052,와이어
216,디스플레이,디스플레이,C0014,디스플레이
216,프로세서,프로세서,C0006,프로세서
216,콘텐츠,콘텐츠,C0019,콘텐츠
218,프로세서,프로세서,C0006,프로세서
220,디스플레이,디스플레이,C0014,디스플레이
220,카메라,카메라,C0012,카메라
220,이미지,이미지,C0005,이미지
221,프로그램,프로그램,C0008,프로그램
221,프로세서,프로세서,C0006,프로세서
221,메모리,메모리,C0007,메모리
221,컴퓨팅,컴퓨팅,C0061,컴퓨팅
223,사용자 단말,사용자 단말,C0033,사용자 단말
223,스마트,스마트,C0065,스마트
223,서비스,서비스,C0016,서비스
224,컨테이너,컨테이너,C0056,컨테이너
226,자동차,자동차,C0057,자동차
228,서비스,서비스,C0016,서비스
229,테스트,테스트,C0038,테스트
229,케이스,케이스,C0042,케이스
230,플랫폼,플랫폼,C0086,플랫폼
230,카메라,카메라,C0012,카메라
231,지지대,지지대,C0078,지지대
232,탄소,탄소,C0013,탄소
232,조성물,조성물,C0001,조성물
232,프로세스,프로세스,C0017,프로세스
232,반도체 장치,반도체 장치,C0028,반도체 장치
232,반도체,반도체,C0004,반도체
234,디스플레이,디스플레이,C0014,디스플레이
235,라이트,라이트,C0079,라이트
236,에너지,에너지,C0011,에너지
236,배터리,배터리,C0015,배터리
237,자동차,자동차,C0057,자동차
237,가이드,가이드,C0022,가이드
237,플라스틱,플라스틱,C0054,플라스틱
238,프레임,프레임,C0002,프레임
240,조성물,조성물,C0001,조성물
242,지지대,지지대,C0078,지지대
242,프레임,프레임,C0002,프레임
242,가이드,가이드,C0022,가이드
242,구조물,구조물,C0009,구조물
243,에너지,에너지,C0011,에너지
244,게이트,게이트,C0043,게이트
244,이벤트,이벤트,C0064,이벤트
245,트레이,트레이,C0045,트레이
246,자외선,자외선,C0073,자외선
246,반도체,반도체,C0004,반도체
248,이미지 센서,이미지 센서,C0005,이미지
248,디스플레이,디스플레이,C0014,디스플레이
248,이미지,이미지,C0005,이미지
248,프로세서,프로세서,C0006,프로세서
248,메모리,메모리,C0007,메모리
248,디바이스,디바이스,C0003,디바이스
248,콘텐츠,콘텐츠,C0019,콘텐츠
252,초음파 발생,초음파 발생,C0076,초음파
252,초음파,초음파,C0076,초음파
254,스펜서,스펜서,C0103,스펜서
254,플라스틱,플라스틱,C0054,플라스틱
255,프레임,프레임,C0002,프레임
255,베이스,베이스,C0018,베이스
256,초음파 발생,초음파 발생,C0076,초음파
256,초음파,초음파,C0076,초음파
257,중합체,중합체,C0082,중합체
258,그리퍼,그리퍼,C0111,그리퍼
261,촉매,촉매,C0021,촉매
261,복합체,복합체,C0085,복합체
261,구조체,구조체,C0039,구조체
263,프레임,프레임,C0002,프레임
263,구조물,구조물,C0009,구조물
264,촉매,촉매,C0021,촉매
264,플라즈마,플라즈마,C0029,플라즈마
264,모니터링,모니터링,C0066,모니터링
265,지지대,지지대,C0078,지지대
266,플라스틱,플라스틱,C0054,플라스틱
268,가이드,가이드,C0022,가이드
268,구조물,구조물,C0009,구조물
269,자동차,자동차,C0057,자동차
269,케이스,케이스,C0042,케이스
269,프레임,프레임,C0002,프레임
269,배터리,배터리,C0015,배터리
270,카메라,카메라,C0012,카메라
271,촉매,촉매,C0021,촉매
271,탄소,탄소,C0013,탄소
272,프레임,프레임,C0002,프레임
273,프로세서,프로세서,C0006,프로세서
274,케이블,케이블,C0069,케이블
276,컴퓨터 프로그램,컴퓨터 프로그램,C0023,컴퓨터 프로그램
276,프로그램 제품,프로그램 제품,C0070,프로그램 제품
276,컴퓨터 판독,컴퓨터 판독,C0010,컴퓨터
276,컴퓨터,컴퓨터,C0010,컴퓨터
276,가이드,가이드,C0022,가이드
276,프로그램,프로그램,C0008,프로그램
277,방사선,방사선,C0032,방사선
278,구조체,구조체,C0039,구조체
279,스마트,스마트,C0065,스마트
279,케이스,케이스,C0042,케이스
279,베이스,베이스,C0018,베이스
281,스테이션,스테이션,C0117,스테이션
281,트레이,트레이,C0045,트레이
281,서비스,서비스,C0016,서비스
281,메탄올,메탄올,C0098,메탄올
284,에너지 발생,에너지 발생,C0011,에너지
284,RF 에너지,RF 에너지,C0096,RF
284,에너지,에너지,C0011,에너지
284,구조체,구조체,C0039,구조체
285,청정기,청정기,C0105,청정기
286,방사선,방사선,C0032,방사선
287,조성물,조성물,C0001,조성물
287,포토레지스트,포토레지스트,C0071,포토레지스트
287,자외선,자외선,C0073,자외선
287,반도체,반도체,C0004,반도체
287,포토레지스트 조성물,포토레지스트 조성물,C0071,포토레지스트
289,와이어,와이어,C0052,와이어
290,레이트,레이트,C0055,레이트
292,방사선,방사선,C0032,방사선
293,조성물,조성물,C0001,조성물
294,카운터,카운터,C0089,카운터
296,메모리,메모리,C0007,메모리
298,레이저,레이저,C0024,레이저
300,디바이스,디바이스,C0003,디바이스
300,프레임,프레임,C0002,프레임
302,구조체,구조체,C0039,구조체
303,스테이션,스테이션,C0117,스테이션
306,프로세서,프로세서,C0006,프로세서
306,메모리,메모리,C0007,메모리
306,프로세스,프로세스,C0017,프로세스
306,이미지,이미지,C0005,이미지
307,주파수,주파수,C0060,주파수
308,열처리,열처리,C0062,열처리
309,방사선,방사선,C0032,방사선
310,플레이트,플레이트,C0041,플레이트
310,레독스,레독스,C0119,레독스
310,배터리,배터리,C0015,배터리
311,에너지,에너지,C0011,에너지
311,중합체,중합체,C0082,중합체
311,혼합물,혼합물,C0058,혼합물
312,프로세서,프로세서,C0006,프로세서
312,메모리,메모리,C0007,메모리
312,카메라,카메라,C0012,카메라
312,이미지,이미지,C0005,이미지
314,인서트,인서트,C0051,인서트
315,매트릭스,매트릭스,C0075,매트릭스
316,화학식,화학식,C0037,화학식
317,사용자 단말,사용자 단말,C0033,사용자 단말
317,데이터 유닛,데이터 유닛,C0093,데이터
318,조성물,조성물,C0001,조성물
319,백라이트,백라이트,C0107,백라이트
319,자외선,자외선,C0073,자외선
320,나트륨 이온,나트륨 이온,C0114,나트륨 이온
321,HARQ,HARQ,C0113,HARQ
321,ACK,ACK,C0112,ACK
321,레이트,레이트,C0055,레이트
