doc_id,phrase_original_in_doc,phrase_canonical,is_outlier_topic,topic_id,topic_label,concept_id
445,디지털,디지털,False,4,컴퓨터,BT0005
446,바이러스,바이러스,False,12,바이러스,BT0013
449,라이트,라이트,False,29,프로세서,BT0030
449,매트릭스,매트릭스,False,29,프로세서,BT0030
449,백라이트,백라이트,False,29,프로세서,BT0030
450,반도체 디바이스,반도체 디바이스,False,5,반도체,BT0006
450,프로세스,프로세스,False,29,프로세서,BT0030
450,반도체,반도체,False,5,반도체,BT0006
451,접착제,접착제,False,2,접착제,BT0003
451,아크릴,아크릴,False,29,프로세서,BT0030
451,알루미늄,알루미늄,False,10,알루미늄,BT0011
451,혼합물,혼합물,False,1,윤활유 조성,BT0002
451,조성물,조성물,False,1,윤활유 조성,BT0002
451,세라믹,세라믹,False,29,프로세서,BT0030
451,산화물,산화물,False,10,알루미늄,BT0011
451,실리콘,실리콘,False,5,반도체,BT0006
452,스펜서,스펜서,False,29,프로세서,BT0030
452,스마트,스마트,False,29,프로세서,BT0030
453,초음파,초음파,False,29,프로세서,BT0030
455,열처리,열처리,False,0,에너지,BT0001
455,파라미터,파라미터,False,29,프로세서,BT0030
457,카메라,카메라,False,7,이미지,BT0008
458,메모리,메모리,False,3,메모리,BT0004
459,촉매,촉매,False,29,프로세서,BT0030
460,디스플레이,디스플레이,False,29,프로세서,BT0030
460,프로세서,프로세서,False,29,프로세서,BT0030
460,메모리,메모리,False,3,메모리,BT0004
460,카메라,카메라,False,7,이미지,BT0008
460,이미지,이미지,False,7,이미지,BT0008
462,사용자 단말,사용자 단말,False,29,프로세서,BT0030
463,방사선,방사선,False,9,레이저,BT0010
463,폴리머,폴리머,False,2,접착제,BT0003
463,포토레지스트,포토레지스트,False,29,프로세서,BT0030
463,프로세스,프로세스,False,29,프로세서,BT0030
463,반도체,반도체,False,5,반도체,BT0006
465,전해질,전해질,False,29,프로세서,BT0030
465,복합체,복합체,False,29,프로세서,BT0030
465,화학식,화학식,False,10,알루미늄,BT0011
465,리튬,리튬,False,10,알루미늄,BT0011
467,카트리지,카트리지,False,29,프로세서,BT0030
467,와이어,와이어,False,29,프로세서,BT0030
468,트랜지스터,트랜지스터,False,5,반도체,BT0006
468,반도체,반도체,False,5,반도체,BT0006
469,세라믹,세라믹,False,29,프로세서,BT0030
469,플레이트,플레이트,False,29,프로세서,BT0030
469,프로세스,프로세스,False,29,프로세서,BT0030
470,컴퓨팅,컴퓨팅,False,4,컴퓨터,BT0005
470,캐비닛,캐비닛,False,29,프로세서,BT0030
474,반도체 장치,반도체 장치,False,5,반도체,BT0006
474,반도체,반도체,False,5,반도체,BT0006
475,조성물,조성물,False,1,윤활유 조성,BT0002
476,게이트,게이트,False,29,프로세서,BT0030
476,반도체 장치,반도체 장치,False,5,반도체,BT0006
476,산화물,산화물,False,10,알루미늄,BT0011
476,반도체,반도체,False,5,반도체,BT0006
477,어셈블리,어셈블리,False,29,프로세서,BT0030
477,파이프,파이프,False,20,파이프,BT0021
478,양극,양극,False,29,프로세서,BT0030
478,리튬,리튬,False,10,알루미늄,BT0011
479,트레이,트레이,False,29,프로세서,BT0030
480,프로세스,프로세스,False,29,프로세서,BT0030
480,이미지,이미지,False,7,이미지,BT0008
481,파일럿,파일럿,False,24,레이트,BT0025
482,이벤트,이벤트,False,29,프로세서,BT0030
485,촉매,촉매,False,29,프로세서,BT0030
485,실리콘,실리콘,False,5,반도체,BT0006
486,단백질,단백질,False,14,단백질,BT0015
487,프로세서,프로세서,False,29,프로세서,BT0030
487,사용자 단말,사용자 단말,False,29,프로세서,BT0030
490,어셈블리,어셈블리,False,29,프로세서,BT0030
491,반도체,반도체,False,5,반도체,BT0006
492,AAV,AAV,False,24,레이트,BT0025
494,인서트,인서트,False,29,프로세서,BT0030
496,디스플레이,디스플레이,False,29,프로세서,BT0030
497,커넥터,커넥터,False,8,케이블,BT0009
499,유전자,유전자,False,21,유전자,BT0022
499,마이오,마이오,False,29,프로세서,BT0030
499,조성물,조성물,False,1,윤활유 조성,BT0002
500,플레이트,플레이트,False,29,프로세서,BT0030
500,어셈블리,어셈블리,False,29,프로세서,BT0030
500,배터리,배터리,False,16,배터리,BT0017
